Routing Number,Name,City,State
211475000,FIRST REPUBLIC BANK,SAN FRANCISCO,CA
211489083,NEW HAMPSHIRE FEDERAL C U,CONCORD,NH
211489229,SERVICE FEDERAL CREDIT UNION,PORTSMOUTH,NH
211489407,MEMBERS FIRST CREDIT UNION,MANCHESTER,NH
211489449,NEW HAMPSHIRE POSTAL CU,MANCHESTER,NH
211489478,BELLWETHER COMMUNITY CREDIT UNION,MANCHESTER,NH
211489494,GRANITE STATE C U,MANCHESTER,NH
211489591,TRIANGLE CREDIT UNION,NASHUA,NH
211489601,TRIANGLE C.U.,NASHUA,NH
211489630,NORTHEAST CREDIT UNION,PORTSMOUTH,NH
211489656,SERVICE FEDERAL CREDIT UNION,PORTSMOUTH,NH
211489669,HOLY ROSARY CU,ROCHESTER,NH
211489698,SERVICE FEDERAL CREDIT UNION,PORTSMOUTH,NH
211492478,GFA FCU,GARDNER,MA
211572615,BERKSHIRE BANK,PITTSFIELD,MA
211573151,THE PEOPLES CREDIT UNION,MIDDLETOWN,RI
211573177,NAVIGANT CREDIT UNION,SMITHFIELD,RI
211573180,WOODLAWN FCU,PAWTUCKET,RI
211573229,HARBORONE BANK,BROCKTON,MA
211573290,NAVIGANT CREDIT UNION,SMITHFIELD,RI
211573313,WESTERLY COMMUNITY CU,WESTERLY,RI
211573326,OCEAN STATE CREDIT UNION,COVENTRY,RI
211573407,WAVE FEDERAL CREDIT UNION,WARWICK,RI
211574613,CITIZENS BANK NA,RIVERSIDE,RI
211574642,BANKNEWPORT,MIDDLETOWN,RI
211574833,42 NORTH PRIVATE BANK,PROVIDENCE,RI
211574862,HOME LOAN INVESTMENT BANK F.S.B.,WARWICK,RI
211589828,NAVIGANT CREDIT UNION,SMITHFIELD,RI
211589899,CRANSTON MUN EMPL CU,CRANSTON,RI
211589996,COMMUNITY & TEACHERS FCU,EAST PROVIDENCE,RI
211590150,THE PEOPLES CREDIT UNION,MIDDLETOWN,RI
211590176,RHODE ISLAND CREDIT UNION,PROVIDENCE,RI
211590192,NAVIGANT CREDIT UNION,SMITHFILED,RI
211590257,POSTAL EMPLOYEES REGIONAL F.C.U.,PAWTUCKET,RI
211590260,COASTAL1 CREDIT UNION,PAWTUCKET,RI
211590273,PAWTUCKET MUNICIPAL EMPLOYEES F.C.U.,PAWTUCKET,RI
211590383,NAVIGANT CREDIT UNION,SMITHFIELD,RI
211590464,POSTAL GOVERNMENT EMPLOYEES FCU,PROVIDENCE,RI
211590493,RHODE ISLAND CREDIT UNION,PROVIDENCE,RI
211590655,NAVIGANT CREDIT UNION,SMITHFIELD,RI
211590671,GREENWOOD CREDIT UNION,WARWICK,RI
211590684,NAVIGANT CREDIT UNION,SMITHFIELD,RI
211590736,HARBORONE BANK,BROCKTON,MA
211590749,WAVE FEDERAL CREDIT UNION,WARWICK,RI
211590817,WAVE FEDERAL CREDIT UNION,WARWICK,RI
211590833,BLACKSTONE RIVER FCU,WOONSOCKET,RI
211672476,BRATTLEBORO SAVINGS & LOAN,BRATTLEBORO,VT
211672531,KEY BANK,ALBANY,NY
211672609,THE BANK OF BENNINGTON,BENNINGTON,VT
211672683,NORTHFIELD SAVINGS BANK,NORTHFIELD,VT
211672722,MANUFACTURERS & TRADERS TRUST CO,AMHERST,NY
211674775,PASSUMPSIC SAVINGS BANK,ST JOHNSBURY,VT
211674788,WELLS RIVER SAVINGS BANK,WELLS RIVER,VT
211690908,CENTRAL VT. MED. CTR.,BARRE,VT
211690911,802 CREDIT UNION,BARRE,VT
211690924,UNITED COMUNITY CREDIT UNION,SOUTH BARRE,VT
211690953,MEMBERS 1ST CREDIT UNION,N. BRATTLEBORO,VT
211691004,NORTH COUNTRY FED C.U.,S. BURLINGTON,VT
211691017,GREEN MOUNTAIN CREDIT UNION,S BURLINGTON,VT
211691062,VERMONT FEDERAL CREDIT UNION,BURLINGTON,VT
211691114,ONE CREDIT UNION,ESSEX JUNCTION,VT
211691127,NEW ENGLAND FEDERAL CREDIT UNION,COLCHESTER,VT
211691185,VERMONT STATE EMP CU,MONTPELIER,VT
211691224,NORTHEAST SCHOOLS & HOSPITAL CU,NEWPORT,VT
211691237,ORLEX GOVT EMP CU,NEWPORT,VT
211691266,802 CREDIT UNION,BARRE,VT
211691279,WHITE RIVER CU,ROCHESTER,VT
211691318,HERITAGE FAMILY CR. UNION,RUTLAND,VT
211691321,GREEN MOUNTAIN CREDIT UNION,S BURLINGTON,VT
211691334,CREDIT UNION OF VERMONT,RUTLAND,VT
211691428,BRYANT FEDERAL CREDIT UNION,SPRINGFIELD,VT
211691444,802 CREDIT UNION,BARRE,VT
211691457,NORTHERN LIGHTS FCU,ST. JOHNSBURY,VT
211691541,VERMONT VA FEDERAL CREDIT UNION,WHITE RIVER JUNCT.,VT
211691583,802 CREDIT UNION,BARRE,VT
211770093,SAVINGS BANK OF WALPOLE,KEENE,NH
211770132,WOODSVILLE GUARANTY,WOODSVILLE,NH
211770145,SUGAR RIVER BANK,NEWPORT,NH
211770161,MANUFACTURERS & TRADERS TRUST CO,AMHERST,NY
211770174,FRANKLIN SAVINGS BANK,FRANKLIN,NH
211770190,CLAREMONT SAVINGS BANK,CLAREMONT,NH
211770200,BAR HARBOR BANK & TRUST,ELLSWORTH,ME
211770213,MASCOMA SAVINGS BANK,WHITE RIVER JUNCTION,VT
211770271,BANK OF NEW HAMPSHIRE,LACONIA,NH
211772936,MEREDITH VILLAGE SAVINGS BANK,MOULTONBORO,NH
211789000,SERVICE FEDERAL CREDIT UNION,PORTSMOUTH,NH
211789013,NORTHEAST CREDIT UNION,PORTSMOUTH,NH
211789026,SERVICE FEDERAL CREDIT UNION,PORTSMOUTH,NH
211789055,N.H. COMMUNITY FE CR UNION,CLAREMONT,NH
211789288,SERVICE FEDERAL CREDIT UNION,PORTSMOUTH,NH
211789291,GFA FEDERAL CREDIT UNION,GARDNER,MA
211789301,PRECISION FEDERAL CREDIT UNION,KEENE,NH
211789314,NGM EMPLOYEES FEDERAL CREDIT UNION,KEENE,NH
211870142,PITTSFIELD CO-OP BANK,PITTSFIELD,MA
211870281,GREENFIELD CO-OP BANK,GREENFIELD,MA
211870799,GREENFIELD SAVINGS BANK,GREENFIELD,MA
211870812,BERKSHIRE BANK,PITTSFIELD,MA
211870870,LEE BANK,LEE,MA
211870935,EASTHAMPTON SAVINGS BANK,EASTHAMPTON,MA
211870977,BERKSHIRE BANK,PITTSFIELD,MA
211870980,COUNTRY BANK FOR SAVINGS,WARE,MA
211871015,MOUNTAINONE BANK,NORTH ADAMS,MA
211871154,MANUFACTURERS & TRADERS TRUST CO,AMHERST,NY
211871219,MONSON SAVINGS BANK,MONSON,MA
211871523,ADAMS COMMUNITY BANK,ADAMS,MA
211871604,WESTFIELD BANK,WESTFIELD,MA
211871688,FLORENCE BANK,FLORENCE,MA
211871691,BERKSHIRE BANK,PITTSFIELD,MA
211871714,NORTH BROOKFIELD SAVINGS BANK,NORTH BROOKFIELD,MA
211871772,PEOPLESBANK,HOLYOKE,MA
211871837,FLORENCE SAVINGS BANK,FLORENCE,MA
211871866,WESTFIELD BANK,WESTFIELD,MA
211872027,MANUFACTURERS & TRADERS TRUST CO,AMHERST,NY
211872331,GREENFIELD COOPERATIVE BANK,GREENFIELD,MA
211872946,HOOSAC BANK,NORTH ADAMS,MA
211872959,BERKSHIRE BANK,PITTSFIELD,MA
211873686,ADAMS COMMUNITY BANK,ADAMS,MA
211880271,UMASSFIVE COLLEGE FCU,HADLEY,MA
211882059,POLISH NATIONAL CREDIT UNION,CHICOPEE,MA
211882091,POLISH NATIONAL C U,CHICOPEE,MA
211882143,ALDEN CREDIT UNION,CHICOPEE,MA
211883223,FRANKLIN 1ST FCU,GREENFIELD,MA
211883414,HOLYOKE CU,HOLYOKE,MA
211883427,HOLYOKE CREDIT UNION,HOLYOKE,MA
211883922,LUSO FED CR UN,LUDLOW,MA
211885001,UMASSFIVE COLLEGE FEDERAL CU,HADLEY,MA
211885234,MYCOM FEDERAL CREDIT UNION,PITTSFIELD,MA
211885250,GREYLOCK FEDERAL CREDIT UNION,PITTSFIELD,MA
211885810,POLISH NATIONAL CREDIT UNION,CHICOPEE,MA
211885836,MASSMUTUAL FEDERAL C. U.,SPRINGFIELD,MA
211885852,POLISH NATIONAL C U,CHICOPEE,MA
211885917,ARRHA CREDIT UNION,SPRINGFIELD,MA
211885920,GREATER SPRINGFIELD CU,SPRINGFIELD,MA
211885946,PIONEER VALLEY FCU,SPRINGFIELD,MA
211885988,FREEDOM CREDIT UNION,FEEDING HILLS,MA
211886275,POLISH NATIONAL CREDIT UNION,CHICOPEE,MA
211886288,FREEDON CREDTI UNION,FEEDING HILLS,MA
211886712,PIONEER VALLEY FCU,SPRINGFIELD,MA
211970055,WEBSTER BANK  N.A.,NEW BRITAIN,CT
211970194,WEBSTER BANK  N.A.,NEW BRITAIN,CT
211973049,MANUFACTURERS & TRADERS TRUST CO,AMHERST,NY
211977171,CENCAP FEDERAL CREDIT UNION,HARTFORD,CT
211977197,CONN ST EMPL CU INC,HARTFORD,CT
211977207,STATE POLICE CU INC,MERIDEN,CT
211977278,AMERICA'S FIRST NETWORK CREDIT UNION,TRUMBULL,CT
211977281,HARTFORD FEDERAL CREDIT UNION,HARTFORD,CT
211977317,HARTFORD FIREFIGHTERS FCU,HARTFORD,CT
211977320,WELLNESS FEDERAL CREDIT UNION,HARTFORD,CT
211977333,CENCAP FEDERAL CREDIT UNION,HARTFORD,CT
211977346,POLICE CREDIT UNION OF CT,HARTFORD,CT
211977359,AMERICAN EAGLE FCU,EAST HARTFORD,CT
211977362,NUTMEG STATE FINANCIAL CREDIT UNION,ROCKY HILL,CT
211977414,METROPOLITAN DIST EMP C U,HARTFORD,CT
211977498,UKRAINIAN SELFRELIANCE FCU,WETHERSFIELD,CT
211977524,HARTFORD FEDERAL CREDIT UNION,HARTFORD,CT
221172186,MANUFACTURERS & TRADERS TRUST CO,BUFFALO,NY
221172212,FIRST COUNTY BANK,STAMFORD,CT
221172238,SAVINGS BANK OF DANBURY,DANBURY,CT
221172241,UNION SAVINGS BANK,DANBURY,CT
221172267,FAIRFIELD COUNTY SVGS BANK,RIDGEFIELD,CT
221172270,FAIRFIELD COUNTY BANK,RIDGEFIELD,CT
221172296,NEWTOWN SAVINGS BANK,NEWTOWN,CT
221172513,BANK OF AMERICA  N.A.,RICHMOND,VA
221172610,CITIBANK NA,NEW CASTLE,DE
221173541,BRIDGEPORT P O FCU,BRIDGEPORT,CT
221173570,BRIDGEPORT CITY EMP. F.C.U.,BRIDGEPORT,CT
221173622,BRIDGEPORT POLICE FCU,BRIDGEPORT,CT
221173635,NORWALK TELEPHONE EMP FCU,WILTON,CT
221173648,HEALTHCARE FINANCIAL FEDERAL CU,NEW HAVEN,CT
221173651,G E EMPLOYEES FCU,MILFORD,CT
221173774,ST. VINCENTS MED FED C.U.,BRIDGEPORT,CT
221173868,CORNERSTONE COMMUNITY CU,BRIDGEPORT,CT
221173884,WEST. CONN. FED. C.U.,BETHEL,CT
221173981,GENERAL ELECTRIC EMPLOYEES FCU,MILFORD,CT
221174045,GHA FCU,GREENWICH,CT
221174058,GREENWICH MUN EMPL,GREENWICH,CT
221174074,MEMBERS CREDIT UNION,STAMFORD,CT
221174375,PITNEY BOWES EMPL. F.C.U.,SHELTON,CT
221174391,SOUND FEDERAL CREDIT UNION,STAMFORD,CT
221174401,STAMFORD POSTAL EMP. F.C.U.,STAMFORD,CT
221174414,CORNERSTONE COMMUNITY CREDIT UNION,BRIDGEPORT,CT
221174427,STAMFORD TELEPHONE EMP. F.C.U.,STAMFORD,CT
221174498,TRI-TOWN TEACHERS FED CU,WESTPORT,CT
221174508,MUTUAL SECURITY C.U.,SHELTON,CT
221180806,SIKORSKY FINANCIAL CREDIT UNION,STRATFORD,CT
221180822,SIKORSKY FINANCIAL CR. UNION  INC.,STRATFORD,CT
221182781,G E EMPLOYEES FCU,MILFORD,CT
221182804,MC KESSON FEDERAL CREDIT UNION,STRATFORD,CT
221182888,MERRITT FCU,WILTON,CT
221183159,SOUNDVIEW FCU,BETHEL,CT
221183256,NORWALK HOSP CU INC,NORWALK,CT
221183308,STAMFORD HEALTHCARE CREDIT UNION,STAMFORD,CT
221183311,FIRST NEW ENGLAND FCU,EAST HARTFORD,CT
221270075,CITIZENS BANK  NATIONAL ASSOCIATION,RIVERSIDE,RI
221270101,FLAGSTAR BANK  NA,HICKSVILLE,NY
221270114,BAYONNE COMMUNITY BANK,BAYONNE,NJ
221270198,BOGOTA SAVINGS BANK,TEANECK,NJ
221270211,SOMERSET SAVINGS BANK SLA,BOUND BROOK,NJ
221270240,UNITED ROOSEVELT SAVINGS BANK,CARTERET,NJ
221270266,PEAPACK-GLADSTONE BANK,BEDMINSTER,NJ
221270282,KEARNY BANK,FAIRFIELD,NJ
221270415,NVE BANK,ENGLEWOOD,NJ
221270525,GSL SAVINGS BANK,GUTTENBERG,NJ
221270541,VALLEY NATIONAL BANK,WAYNE,NJ
221270651,KEARNY BANK,FAIRFIELD,NJ
221270677,SCHUYLER SAVINGS BANK,KEARNY,NJ
221270680,ION BANK,NAUGATUCK,CT
221270758,SANTANDER BANK,READING,PA
221270790,BOGOTA SAVINGS BANK,TEANECK,NJ
221270868,FLAGSTAR BANK  NA,HICKSVILLE,NY
221270910,MAGYAR BANK,NEW BRUNSWICK,NJ
221271029,FLAGSTAR BANK  NA,HICKSVILLE,NY
221271058,HAVEN SAVINGS BANK,HOBOKEN,NJ
221271113,CITIZENS BANK  NATIONAL ASSOCIATION,RIVERSIDE,RI
221271197,THE PROVIDENT BANK,WOODBRIDGE,NJ
221271265,SANTANDER BANK  N.A.,READING,PA
221271333,COLUMBIA BANK,FAIR LAWN,NJ
221271359,BLUE FOUNDRY BANK,PARSIPPANY,NJ
221271414,CITIZENS BANK  NATIONAL ASSOCIATION,RIVERSIDE,RI
221271456,SANTANDER BANK,READING,PA
221271485,GLEN ROCK SAVINGS BANK,HAWTHORNE,NJ
221271935,COLUMBIA BANK,FAIR LAWN,NJ
221271948,FREEHOLD SAVINGS BANK,FREEHOLD,NJ
221271951,SPENCER SAVINGS BANK  SLA,ELMWOOD PARK,NJ
221271964,ASCENDIA BANK,GLEN ROCK,NJ
221271993,THE PROVIDENT BANK,JERSEY CITY,NJ
221272028,MANASQUAN BANK,WALL TOWNSHIP,NJ
221272031,CITIZENS BANK  NATIONAL ASSOCIATION,RIVERSIDE,RI
221272044,KEARNY BANK,FAIRFIELD,NJ
221272125,SPENCER SAVINGS BANK  SLA,ELMWOOD PARK,NJ
221272154,THE PROVIDENT BANK,JERSEY CITY,NJ
221272167,MANASQUAN BANK,WALL TOWNSHIP,NJ
221272303,PROVIDENT BANK,ISELIN,NJ
221272316,MANUFACTURERS & TRADERS TRUST CO,AMHERST,NY
221272329,UNION COUNTY SAVINGS BANK,ELIZABETH,NJ
221272332,SANTANDER BANK,READING,PA
221272361,SANTANDER BANK,READING,PA
221272374,MANUFACTURERS & TRADERS TRUST CO,AMHERST,NY
221272439,COLUMBIA BANK,FAIR LAWN,NJ
221272578,CONNECTONE BANK,ENGLEWOOD CLIFFS,NJ
221273056,HARRISON POLICE & FIREMEN F.C.U.,HARRISON,NJ
221273140,HOBOKEN SCHOOL EMPL F.C.U.,HOBOKEN,NJ
221274521,MONMOUTH COUNTY POSTAL EMPL C.U.,RED BANK,NJ
221274725,ESSEX COUNTY TEACHERS FCU,BLOOMFIELD,NJ
221274783,PINNACLE FEDERAL CREDIT UNION,EDISON,NJ
221274916,MID STATE FCU,CARTERET,NJ
221274932,L'OREAL USA FEDERAL CREDIT UNION,CLARK,NJ
221274958,CLIFTON NJ POSTAL EMPLOYEES F.C.U.,CLIFTON,NJ
221275025,NORTH JERSEY FEDERAL C.U.,TOTOWA,NJ
221275070,VISIONS FEDERAL CREDIT UNION,ENDICOTT,NY
221275177,JERSEY CENTRAL F C U,CRANFORD,NJ
221275180,NJ GATEWAY FEDERAL CREDIT UNION,MONMOUTH JCT,NJ
221275216,PICATINNY FEDERAL CREDIT UNION,DOVER,NJ
221275326,E ORANGE V A H FCU,EAST ORANGE,NJ
221275410,M&C MENLO PARK FCU,ISELIN,NJ
221275481,ELIZABETH  NJ FIREMEN'S F.C.U.,ELIZABETH,NJ
221275533,SEAPORT FEDERAL CREDIT UNION,ELIZABETH,NJ
221275643,WAKEFERN FEDERAL CREDIT UNION,ELIZABETH,NJ
221275708,VISIONS FEDERAL CREDIT UNION,ENDICOTT,NY
221275711,UNILEVER FCU,ENGLEWOOD CLIFFS,NJ
221275779,FIRST ATLANTIC FCU,EATONTOWN,NJ
221275876,GREATER ALLIANCE FCU,PARAMUS,NJ
221276011,UNITED TELETECH FINANCIAL FCU,TINTON FALLS,NJ
221276118,LIBERTY SVGS FED C U,JERSEY CITY,NJ
221276121,PATH FCU,JERSEY CITY,NJ
221276176,JERSEY CITY FIREMEN F.C.U.,JERSEY CITY,NJ
221276244,NEW BRUNSWICK POSTAL F.C.U.,NEW BRUNSWICK,NJ
221276257,OCNAC NO. 1. FEDERAL CREDIT UNION,JERSEY CITY,NJ
221276370,ATLANTIC FEDERAL CREDIT UNION,KENILWORTH,NJ
221276480,MOTION FEDERAL CREDIT UNION,LINDEN,NJ
221276503,GAF LINDEN EMP FCU,WAYNE,NJ
221276545,COMMUNITY FINANCIAL SERVICES FCU,ROSELLE,NJ
221276613,FAIRLEIGH DICKINSON UNIV. FCU,MADISON,NJ
221276639,MANVILLE AREA F.C.U.,MANVILLE,NJ
221276697,RIEGEL FEDERAL CREDIT UNION,MILFORD,NJ
221276710,FINANCIAL RESOURCES FCU,BRIDGEWATER,NJ
221276723,PROPONENT FCU,NUTLEY,NJ
221276781,GARDEN SAVINGS FEDERAL CREDIT UNION,PARSIPPANY,NJ
221276817,ADVANCED FINANCIAL FCU,NEW PROVIDENCE,NJ
221276888,GARDEN SAVINGS FEDERAL CREDIT UNION,PARSIPPANY,NJ
221276901,MIDDLESEX COUNTY NJ EMPLOYEES F.C.U.,NEW BRUNSWICK,NJ
221276927,NEW BRUNSWICK POSTAL FCU,NEW BRUNSWICK,NJ
221276956,PUBLIC SERVICE FCU,MIDDLESEX,NJ
221276998,RUTGERS FEDERAL CREDIT UNION,NEW BRUNSWICK,NJ
221277007,B-M S FEDERAL CREDIT UNION,NEW BRUNSWICK,NJ
221277133,GARDEN SAVINGS FEDERAL CREDIT UNION,PARSIPPANY,NJ
221277159,FEDERAL EMPLOYEES NEWARK F.C.U.,NEWARK,NJ
221277308,NEWARK FIREMEN FCU,NEWARK,NJ
221277324,NEWARK POLICE FEDERAL C.U.,NEWARK,NJ
221277337,NEWARK POST OFFICE EMPLOYEE C.U.,NEWARK,NJ
221277379,NEWARK BOARD OF EDUCATION EMPL C.U.,NEWARK,NJ
221277599,PROPONENT FEDERAL CREDIT UNION,NUTLEY,NJ
221277735,PARLIN DUPONT EMPLOYEES F.C.U.,SAYREVILLE,NJ
221277748,PROPONENT FEDERAL CREDIT UNION,NUTLEY,NJ
221277764,NOVA VA FCU,CLIFTON,NJ
221277777,USALLIANCE FEDERAL CREDIT UNION,RYE,NY
221277816,UNION BUILDING TRADES FCU,PARSIPPANY,NJ
221277971,UNITED POLES PERTH AMBOY F.C.U.,PERTH AMBOY,NJ
221277997,FIRST COMMONWEALTH FCU,BETHLEHEM,PA
221278035,IRCO COMMUNITY FCU,PHILLIPSBURG,NJ
221278129,CENTRAL JERSEY FEDERAL CREDIT UNION,WOODBRIDGE,NJ
221278158,PLAINFIELD CU,PLAINFIELD,NJ
221278174,SOUTHERN MIDDLESEX CTY TEACHERS FCU,EAST BRUNSWICK,NJ
221278213,MERCK EMPLOYEES F.C.U.,RAHWAY,NJ
221278271,H E TELEPHONE FEDERAL CU,ROCHELLE PARK,NJ
221278307,COUNTY EDUCATORS FCU,ROSELLE PARK,NJ
221278323,RUTHERFORD POSTAL EMPL F.C.U.,LAKEWOOD,NJ
221278420,FINANCIAL RESOURCES F.C.U.,BRIDGEWATER,NJ
221278446,PRIME FEDERAL CREDIT UNION,RARITAN,NJ
221278488,RARITAN BAY FCU,SAYREVILLE,NJ
221278556,RIDGEDALE FEDERAL CREDIT UNION,EAST HANOVER,NJ
221278608,TEANECK FEDERAL CREDIT UNION,TEANECK,NJ
221278721,FLAGSTAR BANK  NA,HICKSVILLE,NY
221278747,UNITED TELETECH F.C.U.,TINTON FALLS,NJ
221278954,GARDEN SAVINGS FEDERAL CREDIT UNION,PARSIPPANY,NJ
221279021,PINNACLE FEDERAL CREDIT UNION,EDISON,NJ
221283130,UNIFY FINANCIAL FEDERAL CREDIT UNION,HAWTHORNE,CA
221283347,LUSITANIA SAVINGS BANK FSB,NEWARK,NJ
221283402,UNITED INVESTORS FCU,LINDEN,NJ
221283428,NEW COMMUNITY F.C.U.,NEWARK,NJ
221283444,PICATINNY FEDERAL CREDIT UNION,DOVER,NJ
221283457,DOW JONES EMPLOYEES F.C.U.,PRINCETON,NJ
221283512,AFFINITY FEDERAL CREDIT UNION,BASKING RIDGE,NJ
221370030,CITIZENS BANK NA,RIVERSIDE,RI
221370108,M & T BANK,BUFFALO,NY
221370399,COMMUNITY BANK  NA,CANTON,NY
221370467,BANK OF GREENE COUNTY,CATSKILL,NY
221370496,FULTON SAVINGS BANK,FULTON,NY
221370616,KEYBANK NATIONAL ASSOCIATION,ALBANY,NY
221370632,MANUFACTURERS & TRADERS TRUST CO.,ITHACA,NY
221370878,COMMUNITY BANK  NA,CANTON,NY
221370894,PATHFINDER BANK,OSWEGO,NY
221370904,NBT BANK NA,NORWICH,NY
221371071,BERKSHIRE BANK,PITTSFIELD,MA
221371123,THE NORTH COUNTRY SAVINGS BANK,CANTON,NY
221371165,M & T BANK,AMHERST,NY
221371194,GENERATIONS BANK,SENECA FALLS,NY
221371356,WATERTOWN SAVINGS BANK,WATERTOWN,NY
221371372,PIONEER SAVINGS BANK,ALBANY,NY
221371424,TRUSTCO BANK,SCHENECTADY,NY
221371534,TRUSTCO BANK,SCHENECTADY,NY
221371550,NORTH COUNTRY SAVINGS BANK,CANTON,NY
221371563,CARTHAGE SAVINGS AND LOAN  NA,CARTHAGE,NY
221371589,NBT BANK,NORWICH,NY
221371592,GOUVERNEUR SAVINGS & LOAN ASSOC.,GOUVERNEUR,NY
221371628,MASSENA SAVINGS & LOAN,MASSENA,NY
221371644,COMMUNITY BANK  NA,CANTON,NY
221371709,ADIRONDACK BANK,UTICA,NY
221371741,GEDDES FEDERAL SAVINGS & LOAN,SYRACUSE,NY
221371770,SENECA SAVINGS,BALDWINSVILLE,NY
221371822,HSBC BANK  USA,BUFFALO,NY
221372274,COMMUNITY BANK  N.A.,CANTON,NY
221373202,NY FIREFIGHTERS BRAVEST FCU,ALBANY,NY
221373273,CAPITAL COMMUNICATIONS F.C.U.,ALBANY,NY
221373338,COMMUNITY RESOURCE FCU,LATHAM,NY
221373383,BROADVIEW FCU,ALBANY,NY
221373422,MCT FEDERAL CREDIT UNION,AMSTERDAM,NY
221373451,AUBURN COMMUNITY FEDERAL CR UN,AUBURN,NY
221373707,GHS FEDERAL CREDIT UNION,BINGHAMTON,NY
221373710,EMPOWER FCU,SYRACUSE,NY
221374175,CAPITAL COMMUNICATIONS FCU,ALBANY,NY
221374984,TCT FEDERAL CREDIT UNION,BALLSTON SPA,NY
221375093,CAPITAL COMMUNICATIONS FCU,ALBANY,NY
221375116,GREAT MEADOW F.C.U.,COMSTOCK,NY
221375132,HUDSON RIVER COMMUNITY CU,CORINTH,NY
221375174,DANNEMORA FCU,DANNEMORA,NY
221375378,VISIONS FEDERAL CREDIT UNION,ENDICOTT,NY
221375543,CHEN-DEL-O FEDERAL CREDIT UNION,FRANKLIN,NY
221375682,COOPERS CAVE FCU,GLENS FALLS,NY
221375695,PARKS HERITAGE FEDERAL CREDIT UNION,GLENS FALLS,NY
221375721,NMP NORTHERN AREA FCU,SOUTH GLENS FALLS,NY
221375802,AMERICU,ROME,NY
221375925,HOOSICK FCU,HOOSICK FALLS,NY
221375941,HOOSICK FEDERAL CREDIT UNION,HOOSICK FALLS,NY
221376005,REMINGTON FCU,ILION,NY
221376186,FIRST CHOICE FINANCIAL FCU,GLOVERSVILLE,NY
221376199,UPSTATE TELCO FCU,GLOVERSVILLE,NY
221376296,EDGE FCU,LIVERPOOL,NY
221376429,TRUNORTHERN FEDERAL CREDIT UNION,MALONE,NY
221376539,SEACOMM FED C U,MASSENA,NY
221376542,TWIN RIVERS FEDERAL CREDIT UNION,MASSENA,NY
221376872,SYRACUSE FIRE DEP EMPLOYEE FCU,SYRACUSE,NY
221376911,SPECIAL METALS FEDERAL CREDIT UNION,NEW HARTFORD,NY
221376924,UTICA DIST TELEPHONE EMPLOYEES FCU,UTICA,NY
221376937,UTICA GAS & ELECTRIC EMPL. FCU,NEW HARTFORD,NY
221378838,GHS FEDERAL CREDIT UNION,BINGHAMTON,NY
221378896,ED-MED FEDERAL CREDIT UNION,OGDENSBURG,NY
221378906,ST LAWRENCE F.C.U.,OGDENSBURG,NY
221378993,COMPASS FEDERAL CREDIT UNION,OSWEGO,NY
221379060,OSWEGO TEACHERS EMP FCU,OSWEGO,NY
221379125,MOUNTAIN VALLEY FEDERAL CREDIT UNION,PERU,NY
221379235,PLATTSBURGH CITY SCHOOL DISTRICT FCU,PLATTSBURGH,NY
221379251,UFIRST FCU,PLATTSBURGH,NY
221379536,ROME FEDERAL CREDIT UNION,ROME,NY
221379581,ROME TEACHERS FCU,ROME,NY
221379659,SARATOGA'S COMMUNITY FCU,SARATOGA SPRINGS,NY
221379688,CAPITAL COMMUNICATIONS FCU,ALBANY,NY
221379730,STRATTON ANG F.C.U.,SCOTIA,NY
221379756,MOHAWK PROGRESSIVE F.C.U.,SCHENECTADY,NY
221379769,SUNMARK FEDERAL CREDIT UNION,LATHAM,NY
221379785,FIRST NEW YORK FCU,ALBANY,NY
221379808,SCHENECTADY COUNTY EMPLOYEES FCU,SCHENECTADY,NY
221379824,SUNMARK CREDIT UNION,LATHAM,NY
221379895,ACCESS FEDERAL CREDIT UNION,CLINTON,NY
221379905,SIDNEY FCU,SIDNEY,NY
221379918,ACMG FEDERAL CREDIT UNION,SOLVAY,NY
221380075,COUNTRYSIDE FED. CREDIT UNION,E. SYRACUSE,NY
221380114,BERKSHIRE BANK,PITTSFIELD,MA
221380127,EMPOWER FCU,SYRACUSE,NY
221380143,CROUSE HINDS EMPLOYEES F.C.U.,SYRACUSE,NY
221380172,CFCU COMMUNITY CREDIT UNION,ITHACA,NY
221380347,EMPOWER FEDERAL CREDIT UNION,SYRACUSE,NY
221380363,THE SUMMIT FEDERAL C.U.,ROCHESTER,NY
221380376,SYRACUSE POSTAL CU,SYRACUSE,NY
221380392,THE SUMMIT FEDERAL C.U.,ROCHESTER,NY
221380457,TRAILNORTH FEDERAL CREDIT UNION,TICONDEROGA,NY
221380460,CAPITAL COMMUNICATIONS FCU,ALBANY,NY
221380473,HUDSON RIVER COMMUNITY CU,CORINTH,NY
221380570,ADIRONDACK REGIONAL FCU,TUPPER LAKE,NY
221380651,MOHAWK VALLEY FCU,UTICA,NY
221380677,ONEIDA COUNTY FEDERAL CREDIT UNION,UTICA,NY
221380716,UMICO FEDERAL CREDIT UNION,NEW HARTFORD,NY
221380761,GPO FEDERAL CREDIT UNION,NEW HARTFORD ,NY
221380787,GPO FEDERAL CREDIT UNION,NEW HARTFORD ,NY
221380790,FIRST SOURCE FEDERAL CREDIT UNION,NEW HARTFORD,NY
221380826,COXSACKIE CORR EMP FCU,COXSACKIE,NY
221380842,WESTAR FEDERAL CREDIT UNION,CAMILLUS,NY
221380868,CAPITAL COMMUNICATIONS FCU,ALBANY,NY
